,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
HAMPTON,-0.0054539824,0.13381392,0.29492489,-0.07168073,-0.5178381,-0.24701214,-0.2726335,-0.09454406,0.07683419,-0.12553132,-0.12990162,0.48136827,-0.46549588,-0.010951727,0.20715563,-0.20609249,-0.103782006,0.24731101,0.06875045,-0.04116385,0.366254,0.08974108,0.62743646,0.2102627,0.011513227,-0.2135197,0.21295264,0.5168856,-0.42047507,0.23606396,0.5660281,-0.10531145,-0.048463535,-0.8855741,0.29049242,-0.094813466,-0.11710567,-0.0075636655,-0.23803894,-0.3569472,-0.7968708,0.13740826,-0.3764945,0.1508213,0.275875,-0.007948756,0.21296339,0.21929432,0.68303865,0.42783844,-0.01992376,0.2128905,-0.76271814,-0.51789266,0.29135746,-0.15742834,0.14736326,-0.0021141167,-0.6453724,-0.35603142,0.1018661,0.21201351,0.3175192,-0.43973595,-0.018147117,0.39419076,0.37595204,0.14871088,-0.35333595,0.08284958,0.14752597,0.103453524,0.28578502,0.105492644,-0.093553424,0.48014215,0.44142607,-0.10124897,0.06396637,-0.23950113,-0.19190688,-0.18310486,-0.24258378,0.5430166,-0.19094254,-0.45478922,0.15965413,0.053908017,0.05720684,0.25366092,0.42745182,0.09582483,0.3090551,-0.32592487,-0.12451458,-0.009646723,0.053898755,-0.12695949,-0.22409578,-0.42642713
JAMESTOWN,0.11864683,-0.2136661,0.055780053,-0.0047762445,-0.20222977,-0.32482377,-0.08854378,0.030059675,-0.09331965,-0.08369565,-0.09218678,0.20301378,-0.30466548,0.24346001,0.036823343,-0.0010783307,-0.13382725,0.03698103,-0.00029181445,-0.035981305,0.72198826,0.1713818,0.29766208,-0.10990551,0.35816127,0.10625565,0.108949214,-0.01652776,-0.21974821,0.2729227,0.14359833,0.23265415,0.16399366,-0.4298923,0.40147075,-0.37883282,-0.3308142,0.045474354,-0.1324089,-0.4190167,-0.29752156,0.014402742,-0.09133253,0.071213014,-0.014141833,-0.013057206,-0.13636681,-0.014968417,0.5039963,0.0015371498,0.10457127,-0.018363472,-0.39792746,-0.44910872,0.61153996,-0.07842456,0.09494406,0.17391784,-0.20061095,0.34619078,-0.123245925,0.12553267,0.040582143,-0.08588574,-0.15447734,0.15084082,-0.05864351,0.10271317,-0.08206215,0.091015995,-0.21048024,-0.19004413,-0.04766231,-0.052081097,0.075830564,0.010443367,0.2126719,-0.28428572,-0.29954845,0.00758636,-0.28771445,0.06727603,-0.27761665,0.25837213,-0.20770594,-0.12733558,0.16068514,-0.11379246,0.15471163,0.2466491,0.16750824,0.2238971,0.3373702,0.120879866,-0.25522307,0.032949444,0.10466518,0.3820814,-0.08055275,0.08692367
HARBOR,0.028417585,-0.15299204,0.28787136,-0.06778013,-0.4222905,-0.088724315,-0.36819255,0.0014898842,-0.20459051,-0.32740626,-0.24538866,0.4460301,-0.4205425,0.19381818,0.09012734,-0.1920993,-0.21360137,0.2555642,0.04318441,-0.22739217,0.6714739,0.008923711,0.5543046,0.27002576,0.06007705,0.05427417,-0.25924703,0.18314789,-0.21672596,0.32696018,0.1747497,-0.10217053,0.21870637,-0.74521697,0.40018332,-0.17303108,-0.5269978,-0.002088668,-0.094546676,-0.4381864,-0.47885874,-0.040493924,-0.25813836,0.3265862,0.049047574,-0.37809008,0.18201418,0.09436763,0.6047008,0.26531348,0.13940369,0.13799086,-0.570171,-0.25882027,0.39702767,-0.17061926,0.2055118,0.16894168,-0.23080169,-0.18593079,-0.0788448,0.2485207,-0.025419097,-0.095715724,-0.15304355,0.43935156,0.3031709,0.19952303,-0.067175925,0.24176681,-0.13493185,0.022271404,-0.008428679,0.025299532,-0.011395612,0.27213946,0.10969624,0.041031137,0.23703226,0.12128463,-0.360758,-0.08039959,-0.13561073,0.52923065,-0.08970978,-0.14456925,0.090821326,-0.15584387,-0.0028679965,0.2213312,0.23135217,-0.010792924,0.08721237,-0.28909206,0.04496836,0.20069346,-0.20252347,-0.06358011,-0.4371031,0.040407877
ACADEMY,-0.0895597,-0.049541414,0.08657219,0.048314027,-0.26447612,-0.12671505,-0.18481936,0.087325476,-0.3104117,-0.33840203,0.006008357,0.19644266,-0.2809494,0.1468499,0.23041886,0.17950098,0.5530121,0.46456978,-0.33081132,-0.049091637,0.93093395,0.40374032,0.7413347,-0.5185469,0.7348459,0.03664642,0.06704454,0.58489454,-0.5172363,0.27120692,0.4738475,-0.019872626,0.3858479,-0.7272909,0.39812326,-0.5717766,-0.37197214,0.048369523,-0.046531748,-0.15303963,-0.65855104,0.36716464,-0.17498083,0.12587096,0.048010625,0.27084503,-0.016555863,0.06898964,0.50080734,0.09299001,0.29070124,0.41750488,-1.2383857,-0.57550824,0.4169279,0.15392621,0.042537246,0.25421777,-0.18473388,0.25715476,-0.5854067,0.6248266,-0.021791812,-0.28277543,-0.4328979,0.35391405,0.55877167,0.04673387,0.06963856,0.033175573,0.05205216,-0.13151763,0.20554885,0.024744293,0.001106859,0.06833004,0.87186813,-0.26873383,-0.33960724,0.025189903,-0.61028826,0.18460873,-0.022300236,0.5269403,-0.3442899,-0.36182237,0.25426617,-0.655601,0.44728202,0.05250817,0.0012978633,0.33922637,0.869163,-0.18300995,0.15254062,0.22746089,0.33909616,0.51687527,-0.3267908,0.0044509666
JEFFERSON,-0.13130279,-0.0686355,0.25281388,0.106711164,-0.005231299,-0.12114545,0.1534155,0.17891613,-0.053308383,-0.4819014,0.40459603,0.23578359,-0.4101646,-0.10011913,0.1906002,0.30804327,0.18270892,0.19309656,-0.22348365,0.22414994,0.0723732,0.17213728,0.9979919,-0.5216138,0.33327764,-0.13627093,0.1936899,0.41246843,-0.33677477,0.17711051,0.23758508,-0.22049505,0.3524018,-0.7996656,0.3599792,-0.3951413,-0.013498357,0.044284087,-0.08631894,-0.0021431549,-0.12885475,0.14735407,-0.26428694,0.09570934,0.5000522,0.28307086,-0.023666771,0.22386532,0.14533406,0.0027136572,-0.0021166368,0.4151178,-0.64734006,-0.56173235,0.01821578,0.2309497,0.07022153,0.15031697,-0.059926797,0.10708523,-0.5523127,0.5557819,0.039007235,-0.39259386,-0.2643384,0.19398364,0.29996786,-0.040832415,-0.16066767,-0.10113939,-0.009923041,0.09125107,0.37299782,0.34231964,0.085332155,0.051151797,0.59491616,-0.10728437,-0.26235762,0.005593034,-0.22018044,0.15809119,0.2711151,0.42668244,-0.29849824,-0.093258984,0.38123724,-0.076289155,0.23573723,-0.028198576,0.05933191,0.24749047,0.5077948,-0.050961222,-0.11592133,0.049180645,0.13209233,0.097989686,-0.07450742,-0.31422213
GLEN,-0.31284428,-0.122444235,0.25919697,0.112670526,-0.1379026,-0.28326097,0.13843642,0.4114334,-0.021521438,-0.41697088,0.21850587,0.20141016,-0.2282567,-0.1955112,0.11529629,0.19969004,0.16217424,-0.00033097778,-0.47045538,-0.26378232,0.56619364,0.09957251,0.7263358,-0.064893685,0.15324037,0.18677986,0.36996233,-0.1558959,-0.15338914,0.26614112,-0.14744963,0.12794681,0.17192283,-0.44387153,0.67808664,-0.21236677,0.077451155,-0.08783173,-0.3377762,0.052204065,0.123188995,-0.058267243,-0.06698158,-0.0962331,0.0764096,0.07733057,0.025669267,-0.12760021,0.46516722,-0.08650816,0.35855347,-0.25195846,-0.28956047,-0.09503591,0.123396344,-0.0047440873,0.04863497,0.15974125,0.034059286,0.5248077,-0.3001862,0.46394655,0.045030054,0.009521606,0.19992623,0.17221339,-0.07552462,0.23375958,-0.042854402,-0.14126834,-0.02201724,-0.07071267,-0.040391892,0.23683566,0.32827413,-0.37691388,0.1622518,-0.32027832,-0.6193772,-0.1372668,-0.49645153,0.22049597,0.09707476,0.03626117,-0.386765,-0.1395885,0.19549154,-0.09488651,0.19306622,-0.026187252,0.49033856,0.12515299,0.3684123,0.23901677,0.21994932,-0.038813278,0.45292434,-0.09225244,-0.4026852,0.18980318
NORWICH,-0.0966367,0.008243134,0.0062403968,0.13877802,-0.2750819,-0.17741378,-0.12218859,0.18800853,-0.32368964,-0.31427583,0.11495986,0.12366411,-0.24882844,0.17246501,0.19666731,0.105184615,0.13640507,0.22264974,-0.28838122,-0.21537778,0.6814771,0.32440525,0.7810268,-0.34325972,0.5412673,0.18261568,0.16526093,0.11979553,-0.46929017,0.41068769,0.26365238,0.18671918,0.14275031,-0.4931958,0.5594652,-0.4127183,-0.14028081,0.1577265,-0.07071047,-0.1485335,-0.2100385,0.008737497,-0.104061574,-0.034903996,-0.14463896,0.08447108,-0.04989487,0.038153928,0.49165437,-0.14034116,0.20254773,0.017252075,-0.5121426,-0.4780815,0.5603575,-0.10568411,0.116082884,0.15539518,-0.17468613,0.49371007,-0.2727206,0.43288568,0.15731278,-0.1190991,-0.24351527,0.5153179,0.3293753,0.04298618,-0.022124805,0.028301336,-0.06141814,-0.19394402,0.04887199,-0.01064929,0.1685924,-0.06954168,0.4046426,-0.25575596,-0.3037509,-0.22419055,-0.32566112,0.107935645,-0.005748356,0.13672996,-0.20086895,-0.22484331,0.33167765,-0.22011451,0.26703656,0.062929444,0.2531161,0.4372353,0.49303624,-0.09213773,-0.03546563,0.07433283,0.3017121,0.23915543,-0.15344213,0.00042886686
GENESEE,-0.028801285,0.08690768,-0.12921877,-0.06537695,-0.34302446,-0.2202156,-0.2918757,0.21771877,0.06900126,-0.17991516,0.031887393,0.046164297,-0.21318483,0.42356443,0.02498234,0.093842514,-0.024101129,0.406702,0.08580322,0.018391756,0.4913631,0.44141123,0.27650464,0.14648075,0.29615897,-0.22642925,0.19271366,0.5171131,-0.49378964,0.09957411,0.38299876,-0.035319127,0.2569442,-0.47418478,0.06952963,0.045202326,0.19397034,-0.321636,-0.20822701,0.16320185,-0.48975256,0.14171031,-0.39691776,-0.124088876,0.42918113,0.22851096,-0.032101005,0.033589147,0.4791752,-0.012835982,0.0063597206,0.20477839,-0.5958131,-0.49148062,0.30946445,-0.026715979,0.16376811,-0.14864424,-0.3886545,-0.30857557,-0.15413767,0.37786967,0.16410036,-0.36796883,-0.10056951,0.25639614,0.281409,-0.12501888,-0.029972475,0.16545121,0.335296,0.15120538,0.1600106,-0.12588081,0.14221202,0.40989667,0.60134006,-0.11814608,-0.15218545,0.007927575,-0.5459659,-0.32835147,-0.21596092,0.42249665,-0.1910798,-0.30029285,0.11287066,0.12200973,0.30957296,0.2154235,-0.14009213,0.55471426,0.65303725,-0.6102883,0.04967718,0.15800826,0.03515229,0.085352466,-0.15531898,0.03496502
RYE,-0.11868645,-0.004365119,0.25563356,-0.028413592,-0.3738014,-0.19565365,-0.033919413,-0.0047324006,-0.16260727,-0.18538016,-0.029637076,0.24647732,-0.47787768,-0.06738162,0.21571963,-0.18958816,-0.20579347,0.19570343,-0.103927314,-0.1604213,0.4902461,-0.06961147,0.65626013,0.17450513,0.18637241,0.067890696,0.3035479,0.20600842,-0.30555046,0.3071161,0.36281374,-0.046904154,0.027004693,-0.76409996,0.4365389,-0.21219894,-0.03489041,0.13752191,-0.07381709,-0.44157827,-0.39704984,-0.19664517,-0.2741608,0.27804047,0.0036008554,-0.06289198,0.21893835,0.1861163,0.51770085,0.21698248,0.09860022,-0.18680982,-0.1814248,-0.31165645,0.4151335,-0.2634524,0.10726587,0.016124224,-0.39417604,0.03466391,0.032261737,-0.04204272,0.22653592,-0.332211,-0.08379421,0.4214719,0.2715142,0.26996964,-0.23842657,0.1490143,-0.19650765,0.07982926,0.2166391,0.26301554,0.10204895,0.28477415,0.10779442,-0.13914429,-0.23116751,-0.23620528,-0.056215405,-0.0925468,-0.02717268,0.26291195,-0.031935155,-0.32750326,0.050375737,-0.018668309,-0.027416358,0.16649508,0.6093577,0.027218096,0.22471133,-0.10092852,-0.031624578,-0.10419594,0.19294272,-0.20299745,-0.031937875,-0.3018477
FORT,-0.18919955,0.07459395,0.095730454,0.037277676,-0.023372762,-0.09291237,-0.09250447,0.023910148,-0.1351446,-0.29750967,-0.030498724,0.16107258,-0.40482807,0.08797137,0.22749099,-0.061150994,0.051380746,0.38117737,-0.13101047,-0.08212208,0.21628097,-0.047138557,0.53364277,-0.025231771,0.030596498,0.0034295341,-0.1635122,0.13818309,-0.20297559,0.22359012,0.23241684,-0.116698265,0.02720783,-0.4487268,0.15577237,-0.19515777,-0.05797866,0.015025162,-0.01008271,-0.112560734,-0.33034122,-0.0011595496,-0.17625798,0.14625642,0.15097195,-0.056958776,0.021711282,-0.012978779,0.4617943,0.11646625,0.20508085,-0.008498876,-0.29051337,-0.27915597,0.022021718,0.048213795,0.079437286,0.10691311,-0.26489136,-0.037832845,-0.09204416,0.23574908,0.057085775,-0.06703193,0.14770596,0.14839019,0.12971956,0.12288621,-0.0177786,0.02031858,-0.08147329,0.094183944,0.0953996,0.15277956,0.0047791414,0.174844,0.043698084,-0.010979679,0.009148173,-0.10647694,-0.26162422,-0.19060601,0.0123143,0.2926684,-0.13681987,-0.067633614,0.14491381,-0.1417598,0.10594734,0.15189481,0.27874973,0.16227871,0.2596258,-0.20693308,0.09579631,0.053699017,0.08492334,0.0037569907,-0.22310051,-0.014063227
GLENS,0.1048072,-0.30805567,0.19385496,0.069549054,0.1815437,-0.6332642,0.12273974,0.32489902,0.09921129,-0.5378668,0.43925813,0.14920196,-0.30326805,0.010680861,0.07363037,0.32213047,-0.07103893,0.11651835,-0.039919723,0.1393083,0.6294435,0.081887625,0.52755123,-0.33031783,0.38760906,0.22666174,0.10039909,0.2260833,-0.15150478,0.17249016,-0.1800319,0.20836206,0.26533347,-0.43781146,0.7396131,-0.60382587,-0.26885968,-0.29637542,-0.59821767,-0.051544767,-0.21467328,0.105558716,0.022428948,-0.14497861,0.4681558,0.22092658,-0.49682188,-0.178006,0.17765026,-0.1102698,0.17923175,-0.102075584,-0.6351442,-0.61260504,0.59077,-0.04696312,0.09908417,0.04485892,-0.12612104,0.35999128,-0.5921946,0.32049915,0.053726275,0.18320002,0.046979517,0.27136186,-0.30895618,0.0891985,0.08565189,-0.036158245,-0.07914951,-0.28592002,-0.06395286,0.1198806,0.1969634,-0.17630146,0.1664288,-0.31375587,-0.54867893,0.047054075,-0.6981063,0.041038718,-0.05458706,0.60036904,-0.41795328,0.10113493,0.47989693,0.2871474,0.22087279,-0.08534789,0.09465468,0.5644868,0.5700231,0.24063134,-0.6270122,0.23132606,0.41847128,0.3925402,-0.26799712,0.020787533
TONAWANDA,0.3264165,-0.3020816,0.07204489,0.05492804,-0.32977208,-0.41594055,-0.19773862,0.014823982,0.05367137,-0.0978596,0.10468239,0.32960123,-0.3592749,0.15135914,0.15777406,0.29726407,-0.19961065,0.27293435,0.014678122,0.013189592,0.84860235,0.1516452,0.5122349,-0.16650385,0.13303496,-0.01593318,0.4426135,0.0034934157,-0.3485101,0.20760128,0.43429273,-0.13573882,0.07333807,-0.60590047,0.6498719,-0.21889417,-0.1464845,0.012605395,-0.33429888,-0.29404405,-0.3154569,-0.10256306,0.0010839505,-0.030233366,0.20826112,0.28647843,-0.15184177,0.0048798304,0.54415053,0.1499004,0.07797331,-0.027777663,-0.42450762,-0.4020815,0.5208721,0.045657188,0.26049632,0.10332382,-0.2862624,0.021980593,-0.13812904,0.21171142,-0.16393758,-0.19706506,-0.0026232623,0.53464156,0.0047776066,0.05605512,-0.06851234,0.09800396,-0.26740333,-0.31547904,0.08156311,0.063782126,0.08538342,-0.017404824,0.17451443,-0.17027833,-0.20096493,-0.049725343,-0.38790536,-0.13545884,-0.4112442,0.34378633,0.06521844,-0.11251979,-0.009004245,0.040634863,0.14977331,0.059417393,0.27758372,0.0745344,0.26284352,0.13124827,-0.48766464,0.15973169,-0.08310211,0.20682274,-0.33789548,-0.031881373
BETHPAGE,-0.104368664,0.11900059,0.16178438,-0.04473621,-0.21456595,-0.044102103,-0.07899376,0.0023101014,-0.10274872,-0.20582661,0.048557427,0.14455834,-0.28033155,-0.009882632,0.22824125,0.0650068,0.27840972,0.23621888,-0.24140878,-0.13310257,0.27253616,0.12678708,0.52626467,-0.15005963,0.22940421,-0.029106144,0.10724199,0.29373088,-0.30467656,0.2103835,0.38350946,-0.04497297,0.14527367,-0.4901275,0.20197992,-0.07930388,0.07473299,0.11920164,-0.035162523,-0.009277929,-0.34982598,0.056800127,-0.2741484,0.15689252,0.109102555,0.054534808,0.20502438,0.14323989,0.31134897,0.24081837,0.0415599,0.16312586,-0.46761635,-0.19369492,-0.012949293,0.14843233,0.06452418,0.08234727,-0.16475336,0.05304617,-0.19206923,0.30734906,0.14990175,-0.29834273,-0.023281688,0.23194152,0.44696388,0.10151241,-0.07784101,0.033473127,0.14552777,0.11752526,0.1697175,0.15824823,-0.02791192,0.16987225,0.35768706,-0.02371386,-0.07685084,-0.040784456,-0.15402979,-0.026044065,0.03216106,0.22766598,-0.04280825,-0.23947628,0.109623976,-0.2207853,0.26131636,0.06046093,0.18062332,0.115983024,0.38896874,-0.32382727,0.11563424,0.07635425,0.2412404,-0.07488281,-0.11216931,-0.13921757
NEWARK,-0.037244394,-0.081006564,0.029220002,0.05705265,-0.32465005,-0.10731393,-0.20058665,-0.0010404072,-0.07365185,-0.14901672,0.0035969792,0.06968779,-0.20949419,0.341665,-0.1563764,-0.06161263,-0.028692884,0.20077877,-0.027029494,-0.08021416,0.2763952,0.29500255,0.18014157,-0.029927395,0.2068318,0.0842223,0.1299639,0.17948495,-0.23688212,0.13043211,0.054767888,0.09528032,0.11789471,-0.08082064,0.1349807,-0.22658177,0.01103052,-0.33270186,-0.15661775,-0.039272465,-0.25186884,-0.08076319,-0.24368809,-0.04868244,0.17187417,-0.0111938445,-0.14871788,-0.16848919,0.3386445,-0.124300644,0.074021295,0.15468481,-0.37458205,-0.34923375,0.18070719,0.105502546,0.16555482,-0.08956493,-0.27942348,0.07926123,-0.036229692,0.28702843,-0.035931747,-0.15753315,-0.033867676,0.03990878,0.11971983,0.05623379,0.07748595,0.081660114,0.091972396,-0.030005421,0.041452613,-0.1972534,0.030824775,0.21422885,0.32691774,-0.15005401,-0.18281072,-0.0002518293,-0.38247272,-0.106080756,-0.20942788,0.21824925,-0.090458766,-0.10843161,0.08445498,-0.027973406,0.11687041,0.15420395,-0.10794049,0.37198123,0.4245934,-0.26829982,-0.0073399916,0.19175167,0.14975345,0.17851068,-0.07459154,0.16211057
PLACE,-0.19341275,0.14573298,0.12740698,-0.19835657,-0.205212,0.02530835,-0.17127506,0.009378369,-0.28217167,-0.35717964,0.15311217,0.29499227,-0.34990415,-0.06377846,0.37599033,-0.043626916,0.19137791,0.31857836,-0.30449492,-0.303723,0.24793915,0.027090404,0.9533163,-0.10064592,0.22799769,-0.089482546,0.35143417,0.23807505,-0.39877445,0.35930374,0.5545122,-0.20806246,0.16510414,-0.8137884,0.38227162,-0.21556804,-0.048822787,0.20608173,-0.052130204,-0.13243596,-0.26685357,-0.10280879,-0.31096753,0.25792885,0.18386868,0.06397623,0.31997544,0.111913905,0.35740417,0.16251338,0.11601342,0.17570682,-0.5652895,-0.2393957,0.10980263,0.08074367,-0.034598365,0.046645086,-0.14510342,-0.086066894,-0.17926568,0.3210596,0.24465093,-0.34259868,-0.18125905,0.3576412,0.6523429,0.19869317,-0.20908727,-0.00868039,0.11000073,0.13152868,0.20028,0.45367795,-0.06828062,0.20505773,0.3501168,-0.025440091,-0.28798968,-0.13259928,-0.18406838,-0.13215397,0.07016931,0.2578306,-0.17655239,-0.4242389,0.15427773,-0.29534167,0.23780474,0.0009828074,0.2983623,0.12703688,0.36109328,-0.27372497,0.1406579,0.04578766,0.41176596,-0.16497073,-0.14696577,-0.26555398
ELMIRA,-0.030206049,-0.11637031,0.051784307,0.023095429,-0.041012738,-0.24151008,-0.069223724,0.12373217,-0.17297009,-0.23897135,0.026692912,0.08700816,-0.20727193,0.1284568,0.1496917,0.06855381,-0.08694228,0.21888703,-0.12492254,-0.17526186,0.4712931,0.12698151,0.34643167,-0.08418674,0.28664586,0.20597517,0.0041117677,-0.039982583,-0.17117564,0.30878657,0.07863702,0.18348579,0.03149196,-0.33527383,0.3874633,-0.26612967,-0.19954146,-0.061264116,-0.2427863,-0.20656426,-0.159863,-0.17473386,-0.0034171003,-0.015550682,-0.0047579273,-0.0076954886,-0.08448843,-0.17712061,0.3010499,-0.087264776,0.22138305,-0.18818206,-0.21094862,-0.35633272,0.33485776,-0.10396459,0.06701179,0.04963515,-0.08360406,0.27784422,-0.16062653,0.13332443,0.073314585,0.028824948,-0.059890136,0.31957686,-0.02103986,0.049124595,-0.004290254,0.07003014,-0.17098258,-0.18457137,-0.1261509,0.057575688,0.108886905,-0.044243522,0.074528076,-0.20365605,-0.3540645,-0.09200238,-0.3646073,-0.0036314237,-0.0902564,0.15846995,-0.13605581,-0.06154407,0.15163824,-0.03007557,0.055800922,0.047176942,0.25803563,0.19263768,0.2520982,0.045065433,-0.21214385,0.06104752,0.37320012,0.091075286,-0.13806294,0.06702585
CHENANGO,-0.13693196,-0.015324741,0.11891275,0.15389498,-0.32730553,-0.23979497,-0.22324798,0.07782393,-0.05911463,-0.27898687,0.12486358,-0.058836017,-0.27961004,0.40529457,-0.12640938,-0.0035730628,0.02055646,0.21363097,-0.07065156,-0.09745181,0.2719739,0.29755175,0.17457235,-0.027074516,0.31190285,0.17814158,0.11707948,0.31062162,-0.33185577,0.07560558,-0.021585563,0.16083097,0.105716534,-0.0682523,0.12919465,-0.2450344,0.10561877,-0.42446405,-0.17521058,-0.04850893,-0.3953135,-0.062909245,-0.271017,-0.11032311,0.19428384,-0.011389988,-0.22351725,-0.23207316,0.50625503,-0.021268243,0.052496158,0.17821583,-0.4504601,-0.40829998,0.19449458,0.041170776,0.22621076,-0.1988138,-0.40570778,0.13813272,-0.022617115,0.3658857,0.07567308,-0.13549504,-0.03101126,0.016132392,0.16960669,0.069989495,0.13152638,0.16219959,0.17301722,-0.032757808,0.05154211,-0.13262007,0.11038228,0.32971582,0.36441293,-0.24975187,-0.24006064,-0.025655825,-0.4367069,-0.062198736,-0.17309271,0.22441195,-0.1717058,-0.1653927,0.08677337,0.0006668691,0.2221297,0.23996313,-0.011765945,0.5210571,0.6323758,-0.315908,0.07607974,0.2375884,0.2902342,0.091686085,-0.15076038,0.21096969
#12,0.009728448,-0.2255608,0.26129088,-0.103500314,-0.1747601,-0.5126753,-0.09879323,-0.014327682,0.07627003,-0.33329898,0.0022173852,0.37393138,-0.39324817,0.10112121,0.085581824,-0.10312745,-0.46690935,0.16619092,0.09503275,-0.061331104,0.57507396,0.048813257,0.4055508,0.24219939,-0.15641783,0.39851636,-0.17888173,-0.18410219,0.013273977,0.35136223,0.063825786,0.20279774,-0.027136335,-0.3879788,0.65608317,-0.3266032,-0.44398287,-0.3560443,-0.6521087,-0.48279613,-0.36719596,-0.2062578,0.03450049,-0.12383582,0.23902436,-0.16161433,-0.3201422,-0.45477232,0.5540115,-0.06340769,0.25684074,-0.2042797,-0.49521866,-0.567423,0.5554878,-0.13125257,0.0646549,0.1194929,-0.09041279,0.053728934,-0.09510531,0.11915671,0.18622161,0.37256825,0.13066807,0.2274974,-0.45896137,0.1590536,-0.12626445,0.023306746,-0.3539745,-0.25577554,-0.25036356,0.21582156,0.06711165,0.17558369,-0.20457642,-0.33145216,-0.37668282,0.18211138,-0.60431063,-0.13782395,-0.229789,0.56036264,-0.3221959,-0.07368914,0.21973495,0.17732081,-0.22006546,0.11473212,0.32082465,0.24567059,0.105444916,0.15373424,-0.45184264,0.053825945,0.40442216,0.17895456,-0.42854476,0.12514232
#15,0.059914026,-0.2552628,0.24742667,-0.11280743,-0.20966695,-0.537045,-0.11207774,-0.02554471,0.074869335,-0.3279169,-0.01065234,0.4109588,-0.41707462,0.130129,0.0700015,-0.11082641,-0.47000527,0.18780994,0.090005524,-0.07396287,0.61710846,0.07085392,0.39458677,0.24797146,-0.16790286,0.3864901,-0.15027654,-0.13694572,-0.035495553,0.3838098,0.08744176,0.20347458,-0.02862274,-0.45602605,0.6844369,-0.34913293,-0.45730677,-0.38463143,-0.6918268,-0.5007504,-0.4013485,-0.22571114,0.015973248,-0.112826474,0.26032183,-0.15451841,-0.35001865,-0.44182885,0.62159663,-0.057611525,0.26594228,-0.18818666,-0.529678,-0.6043473,0.56260324,-0.12185336,0.081654124,0.13367626,-0.14803351,0.040471166,-0.09773195,0.15513496,0.16496278,0.36783263,0.13801838,0.28295964,-0.45116997,0.16378933,-0.12409384,0.021108905,-0.3392128,-0.27452078,-0.2500698,0.19318631,0.08601045,0.1971336,-0.16104878,-0.3080277,-0.36309478,0.17841539,-0.6352808,-0.14016868,-0.27935612,0.57411456,-0.3559066,-0.095765084,0.24013834,0.19798811,-0.19340377,0.13781627,0.33867815,0.2882999,0.10128285,0.14322166,-0.4860216,0.051528145,0.39175603,0.17750059,-0.4396401,0.13248622
#13,0.050304435,-0.25558284,0.2623392,-0.12106154,-0.19366352,-0.5197502,-0.10342499,-0.015949922,0.068893306,-0.32802656,-0.015585413,0.3905545,-0.41035706,0.12750769,0.070076115,-0.12659314,-0.4609177,0.18880098,0.08964812,-0.081932075,0.6221457,0.047913488,0.4012671,0.24731669,-0.15771264,0.38181233,-0.15186985,-0.16366088,-0.023872312,0.37895074,0.080842264,0.20517448,-0.036982168,-0.4331549,0.65865475,-0.35035312,-0.4502484,-0.368835,-0.6714649,-0.49373868,-0.37176463,-0.24310179,0.042515945,-0.11480862,0.24468742,-0.15422958,-0.32230797,-0.4564935,0.57968086,-0.051868144,0.27562445,-0.22183192,-0.5054461,-0.5885743,0.55655766,-0.132661,0.07510645,0.10967846,-0.13596539,0.040187024,-0.09651811,0.134292,0.17010441,0.35462862,0.14343773,0.27757323,-0.44589013,0.1542771,-0.12772855,0.014543127,-0.34406438,-0.26193702,-0.24983962,0.18852384,0.10309563,0.19119965,-0.1796441,-0.29606187,-0.37146363,0.18367769,-0.6091625,-0.14188354,-0.27452484,0.5602582,-0.33862454,-0.079193525,0.2220035,0.17385116,-0.20440546,0.12517738,0.35477272,0.27309045,0.09878783,0.14086924,-0.4756052,0.04246834,0.4041982,0.17493926,-0.4391432,0.13150527
#14,0.056665022,-0.23610166,0.23934156,-0.10558726,-0.2152135,-0.52053976,-0.11858862,-0.0022182714,0.07250081,-0.3192169,-0.030632418,0.4046227,-0.40258878,0.11836511,0.06528244,-0.114266716,-0.45419136,0.1767049,0.08791872,-0.080156535,0.60897815,0.07896863,0.38890085,0.24134609,-0.13240835,0.35711923,-0.14526525,-0.10790167,-0.058760177,0.38490194,0.06706783,0.20546079,-0.049199004,-0.45995876,0.650596,-0.35490066,-0.43739697,-0.35684916,-0.63539046,-0.47131276,-0.403378,-0.221186,0.02162172,-0.10687413,0.24921283,-0.1471636,-0.32002467,-0.404646,0.5988266,-0.03714286,0.24643163,-0.19279419,-0.49709052,-0.5900829,0.55872095,-0.13251977,0.09173486,0.13016884,-0.15641761,0.06150678,-0.08119564,0.12948085,0.1485619,0.3343852,0.14045788,0.28271744,-0.41398156,0.16165309,-0.12764063,0.032147687,-0.31382182,-0.25581798,-0.21636817,0.17123413,0.085155725,0.19867994,-0.15729453,-0.29425797,-0.33857578,0.13887835,-0.60062337,-0.11820717,-0.26497108,0.5567999,-0.3105863,-0.096585885,0.22605073,0.21056353,-0.18183778,0.12784177,0.3567112,0.2687961,0.099336214,0.12882721,-0.47062632,0.05121437,0.37422687,0.15909491,-0.4264399,0.11483788
