,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ROCKAWAY,-0.051032513,0.15176602,0.19152887,-0.08095871,-0.31208348,-0.18336143,-0.19353415,-0.039258078,0.0030469955,-0.12182828,-0.06730827,0.30793598,-0.33839995,0.0024276334,0.19583008,-0.08837371,-0.017998897,0.25953332,0.021696141,-0.038732547,0.25066724,0.10385325,0.53157234,0.07794716,0.09487381,-0.20000818,0.20114183,0.4406707,-0.34101933,0.20349097,0.4849312,-0.11759738,-0.01406335,-0.6972989,0.21094619,-0.03756309,-0.009824664,0.040451452,-0.10905321,-0.17907381,-0.5221385,0.08556847,-0.30904174,0.11323254,0.22670612,0.051981002,0.20216246,0.170277,0.4603287,0.25092942,0.008523776,0.15791458,-0.60147667,-0.3530863,0.16833086,-0.0344171,0.14000577,0.026839381,-0.46190244,-0.26688734,-0.012072078,0.24148843,0.24296427,-0.380532,-0.06455371,0.35798213,0.37342176,0.041281298,-0.22649932,0.04954634,0.16282284,0.10366767,0.26315534,0.10176955,-0.041840788,0.3325995,0.39840633,-0.07650644,0.005344906,-0.1925793,-0.15975165,-0.13495216,-0.12759675,0.37273613,-0.14729787,-0.33953324,0.12670009,0.010584276,0.11311327,0.16134897,0.27661824,0.1614946,0.3175969,-0.31358802,-0.08668104,0.015950665,0.10898695,-0.08691804,-0.13551636,-0.32078215
GARDEN,-0.05751445,-0.011562616,0.1849573,0.060115375,-0.18191616,-0.16607086,-0.0559795,0.04132213,-0.09135627,-0.12613934,-0.06581399,0.144978,-0.30364224,-0.10223356,0.17388436,-0.015569051,-0.019817311,0.14692473,-0.02175131,-0.086282454,0.39382887,0.0033743395,0.4838959,-0.0065265982,0.16545156,0.111275196,0.122911915,0.08133621,-0.20714708,0.18798603,0.19470863,-0.05173005,0.042476982,-0.42996633,0.311001,-0.17144267,-0.053246006,0.16497423,-0.012012392,-0.20020263,-0.20963186,-0.07488005,-0.10581917,0.18934944,-0.080589116,0.00029114156,0.1940889,0.10400088,0.32443574,0.18583299,0.053997584,-0.15973109,-0.15106688,-0.19546449,0.30266166,-0.10115332,0.118478864,0.10799165,-0.15404393,0.12953332,-0.07609805,-0.03289297,0.055792768,-0.20348288,0.028770184,0.2311568,0.22171561,0.13872373,-0.11033959,0.1362815,-0.148972,-0.0823945,0.13549629,0.1377816,0.01960713,0.055751596,0.10317251,-0.06333992,-0.098002784,-0.12593852,-0.117715195,0.017729437,0.037368648,0.1745302,0.04701885,-0.11757527,-0.00030172162,-0.009500709,0.06670616,0.053670924,0.37537313,-0.080042176,0.18004483,-0.08850454,-0.11945695,-0.013703,0.10614484,-0.08373736,-0.10408731,-0.08379533
PUTNAM,-0.084723815,-0.042174686,0.07506689,0.06340152,-0.31459647,-0.1486584,-0.20289516,0.015346911,-0.0705017,-0.19437672,0.0103560425,0.056956593,-0.2885124,0.33221385,-0.12667899,-0.018059613,-0.007148489,0.26339898,-0.0020064458,-0.08271048,0.31166053,0.26983216,0.25295377,-0.02115945,0.17553572,0.068572976,0.069635265,0.24330953,-0.2555044,0.14244387,0.116983324,0.056518935,0.13250779,-0.18523055,0.13306549,-0.21922353,0.03739629,-0.3195666,-0.14593518,-0.049216803,-0.32086515,-0.0620831,-0.294908,-0.042542107,0.20450367,-0.017950933,-0.10960991,-0.1559479,0.42499578,-0.05417378,0.06802144,0.14957984,-0.41583672,-0.31934515,0.18380569,0.115045324,0.20428462,-0.08245848,-0.3252669,0.040637523,-0.06926923,0.31567037,-0.035416093,-0.20242612,0.013533496,0.11360378,0.16430631,0.0075380886,0.0839956,0.11543669,0.08193729,0.0126926955,0.061711542,-0.17526275,0.060237132,0.24540243,0.3235235,-0.13570504,-0.120522514,-0.03370581,-0.4341246,-0.08503312,-0.15552576,0.27196038,-0.12469337,-0.10699402,0.10190092,-0.022221336,0.16320358,0.17846611,-0.05109125,0.3462253,0.40740767,-0.33550066,-0.020039868,0.19771159,0.114797845,0.12226066,-0.14793739,0.18953623
WILLIAMSON,-0.009248848,-0.018213322,0.024314668,-0.019667001,-0.077331275,-0.06335638,-0.063123435,0.03313122,-0.054051228,-0.10993971,0.04570423,0.101343505,-0.07420468,0.096695304,0.028975392,0.04526993,0.023548735,0.10126766,-0.06866912,-0.093933895,0.16461873,0.092685215,0.21619605,-0.026629262,0.06713711,0.02969335,0.021097241,0.08218677,-0.12685846,0.13632858,0.11657057,0.045408465,0.046295233,-0.18514764,0.17281821,-0.08541426,-0.057146918,-0.08438197,-0.14161775,-0.049396466,-0.12640288,-0.03779896,-0.067436785,-0.018474307,0.088941984,-0.0051828064,-0.0757895,-0.045411646,0.15279402,-0.044708665,0.06754718,0.06179588,-0.23818344,-0.16509223,0.09649496,0.03166147,0.008078849,0.016297435,-0.0789803,0.019096997,-0.09238393,0.14523536,0.03893924,-0.0081328405,-0.049941625,0.12169984,0.036362406,0.012982794,-0.017339699,-0.009034113,0.028272452,-0.017489653,-0.037600774,0.034939658,0.042023674,0.036935434,0.11695695,-0.072744705,-0.10770177,-0.012778971,-0.17879505,-0.03462578,-0.065572985,0.12242933,-0.10484459,-0.08127141,0.11559166,-0.040569793,0.041107073,0.018450344,0.047997266,0.15312225,0.1354496,-0.04593608,-0.021056578,0.051412668,0.12761271,0.05016993,-0.110986955,0.0027109354
INSTITUTE,-0.062389534,-0.08570922,0.12002072,0.00819443,-0.07991922,-0.1661103,-0.051109098,0.074321516,-0.050764844,-0.18274935,0.12203018,0.11353278,-0.2167209,0.15322013,0.037260696,0.0535724,-0.027896803,0.17437088,-0.09494669,-0.038241476,0.34647694,0.13978696,0.28204587,-0.070713885,0.084719785,0.03365234,-0.042587522,0.1564328,-0.21103534,0.09379511,0.15547808,0.024339885,0.13321407,-0.32209644,0.21277182,-0.27163494,-0.15017357,-0.20193158,-0.12749551,-0.026982475,-0.31868812,0.04634069,-0.10891274,-0.06731459,0.15254529,-0.009233423,-0.1277248,-0.15000509,0.33219463,0.0059615592,0.09644969,0.1369269,-0.4478253,-0.2667895,0.1692012,-0.028108876,0.08825767,0.061404742,-0.10700898,0.099615835,-0.20943701,0.30090782,0.123880275,-0.08130906,-0.014661251,0.21591383,0.028194327,-0.054025907,0.008549794,-0.036365107,0.00547814,0.08411605,-0.04505182,0.008970418,0.087745465,0.19978186,0.19776098,-0.104678005,-0.13438316,0.037278548,-0.31269047,0.013161754,-0.1025701,0.3136332,-0.21295264,-0.045535754,0.18726008,-0.06431156,0.09560442,0.057994682,0.0064908955,0.2250608,0.2937139,-0.11624272,0.011832922,0.10553711,0.09530787,0.061245527,-0.123707555,0.2070276
WESTHILL,-0.02404381,-0.018995833,0.014661733,-0.02670372,-0.08386511,-0.039315835,-0.06821366,0.058259137,-0.074307725,-0.1320878,0.077734366,0.1090459,-0.058395494,0.10819871,0.025537156,0.06648371,0.082833745,0.105245754,-0.09383424,-0.11070522,0.16791141,0.1467088,0.23897918,-0.056784477,0.09931055,-0.010353947,0.040525716,0.1289595,-0.16609885,0.124372005,0.14266834,0.054025948,0.07236441,-0.19811873,0.1562158,-0.08630979,-0.033631366,-0.08521788,-0.12470846,-0.020775715,-0.14332666,-0.0074065775,-0.07863487,-0.025586825,0.090453885,0.01245981,-0.069057696,-0.0029964878,0.15740202,-0.04103533,0.065017216,0.10466439,-0.24226277,-0.17226617,0.083477646,0.03453204,0.023278909,0.0055587897,-0.079203285,0.035691462,-0.13369207,0.19789861,0.03078881,-0.02806207,-0.10457873,0.15314332,0.08666437,-0.0026706036,-0.00035385505,-0.0019343079,0.062496986,-0.0004117399,-0.032009732,0.008233159,0.05557799,0.028138954,0.182436,-0.062590994,-0.09480555,-0.039410014,-0.16542241,-0.024715662,-0.04964551,0.10823327,-0.11840147,-0.08316955,0.1379624,-0.06590993,0.07014241,0.022062324,0.031173388,0.16663781,0.17072098,-0.041795705,0.008382118,0.05695835,0.09382723,0.06493073,-0.093022846,-0.00839787
RONDOUT,-0.05764427,-0.07338005,0.09178325,0.093103595,-0.35221633,-0.15657516,-0.18525064,-0.031801324,-0.03027645,-0.1495312,-0.02818504,0.038711715,-0.30200657,0.3253835,-0.1409367,-0.11314309,-0.0861285,0.22087415,0.049183782,-0.022824474,0.28850105,0.25298107,0.12808397,0.026976297,0.1826576,0.09764572,0.10329899,0.18562566,-0.21164219,0.10405645,0.03374916,0.051441047,0.081031285,-0.119415835,0.10221723,-0.24187538,0.007594093,-0.33748913,-0.12184629,-0.07373077,-0.30600038,-0.06268302,-0.26141313,-0.032528378,0.16246705,-0.037528742,-0.102577135,-0.18949486,0.4158121,-0.04247158,0.06031694,0.09737497,-0.36244652,-0.32735,0.21852571,0.08391766,0.22697595,-0.084541135,-0.314794,0.045632694,0.008588485,0.26602006,-0.046470758,-0.18464163,0.049680438,-0.0037093787,0.090253755,0.04416835,0.08764265,0.11295241,0.040133033,-0.017022792,0.09063453,-0.18205005,0.0059355623,0.2652518,0.2844174,-0.13999783,-0.1270426,0.023295198,-0.40610692,-0.11232427,-0.19735134,0.2709847,-0.07489984,-0.09645173,0.0070162904,0.025523758,0.13574104,0.18852149,-0.066940986,0.30447775,0.4077704,-0.3131274,-0.028821422,0.17477655,0.13919665,0.10579444,-0.10304788,0.19401686
PLEASANT,-0.0874883,-0.09331742,0.004470181,-0.04940772,-0.37765357,-0.22715187,-0.08065453,-0.0832817,-0.10111258,-0.25854304,-0.19169688,0.31339765,-0.2840994,0.008424974,0.060809597,-0.18071656,-0.048561394,0.19890207,-0.07517632,-0.050403856,0.22691993,0.14709482,0.19094357,0.19110285,-0.07067486,-0.021739187,-0.02072748,0.32405385,-0.16354328,0.27658004,0.26537344,-0.20337263,0.14754423,-0.66598034,0.18476157,-0.122140266,-0.06689756,-0.24860398,-0.27038282,-0.40443808,-0.5985678,-0.02618168,-0.18768136,-0.017202588,0.13650735,-0.1253385,-0.06275144,-0.08107801,0.32391262,0.07042932,0.109722756,0.08147662,-0.52420014,-0.3208921,0.17941491,-0.19946997,0.31815356,-0.066422224,-0.33805016,-0.19609463,0.021518456,0.19328138,0.05310988,-0.29188496,0.04733893,0.24331279,-0.018708177,-0.0722711,-0.0031973275,0.044384398,0.049814362,0.018006383,0.17169927,0.05346835,-0.06498069,0.41622064,0.10088593,0.12674017,-0.20665133,0.12874149,-0.30712682,0.03982604,-0.09656707,0.39000165,-0.25035614,-0.19721551,0.029580561,0.020655602,0.07524055,0.1685088,0.27682054,0.07762008,0.1463462,-0.18058358,-0.12693943,-0.05988678,0.22750889,-0.19571337,-0.16048606,0.0066769957
SCOTIA-GLENVILLE,-0.014675299,-0.034753095,0.006254143,-0.022142274,-0.10990145,-0.061661582,-0.06942944,0.0444282,-0.064986974,-0.11577375,0.046146695,0.11385423,-0.07275709,0.108669914,-0.005474839,0.04729296,0.035295844,0.09197938,-0.06120007,-0.10558265,0.18899678,0.13116956,0.23534364,-0.050118573,0.08413788,0.018293574,0.022113515,0.101039395,-0.14530395,0.11100911,0.12521887,0.049849994,0.06605041,-0.19128479,0.17784217,-0.08586073,-0.052516118,-0.09453764,-0.13182516,-0.04572332,-0.15843311,-0.02342147,-0.08123366,-0.041210208,0.09763822,-0.010733764,-0.10089965,-0.007505322,0.16649456,-0.03747707,0.06870744,0.106320396,-0.23706453,-0.17207934,0.09267286,0.024290858,0.028848862,0.024579154,-0.10167917,0.027293751,-0.1146142,0.17621627,0.015064194,-0.016761595,-0.091106944,0.1500527,0.052552685,0.0056845834,-0.004701903,0.008855379,0.049782798,-0.012210029,-0.037293594,-0.011907132,0.049134713,0.023296326,0.14695154,-0.07061142,-0.09128891,-0.038488634,-0.17290789,-0.013165134,-0.04726816,0.109388426,-0.11815232,-0.07055402,0.12409327,-0.048706107,0.049226098,0.052863326,0.03081385,0.17085765,0.14552076,-0.035075765,-0.028137742,0.053472165,0.0652042,0.07187901,-0.12618822,-0.0034673163
COBLESKILL-RICHMONDVILLE,-0.027584406,-0.024578184,0.014625456,-0.0109537635,-0.10363507,-0.06508652,-0.09426138,0.06187433,-0.062161442,-0.1378847,0.038318682,0.1032414,-0.077921025,0.12103873,-0.010025323,0.057565752,0.038842857,0.098294966,-0.057960883,-0.114621945,0.21746163,0.15203565,0.23001856,-0.04810149,0.096455015,0.03234518,-0.02306303,0.10939151,-0.1311431,0.1280438,0.121173546,0.053627845,0.07787941,-0.1727256,0.18245748,-0.11316108,-0.054063823,-0.10037394,-0.14013092,-0.031492304,-0.15144153,-0.026129723,-0.09090258,-0.047198493,0.07660302,-0.017774235,-0.09145044,-0.025021635,0.18212631,-0.06447942,0.071281925,0.08759092,-0.2297145,-0.1667304,0.097648434,0.042492256,0.03974897,0.017995404,-0.079851046,0.034703743,-0.123812765,0.20309238,-0.011271646,-0.015864886,-0.06890684,0.1689045,0.069748215,-0.036231615,0.027969642,0.033466693,0.031061526,-0.017691474,-0.05311469,-0.03409671,0.065184616,0.019979183,0.14504777,-0.061613724,-0.08388988,-0.036642455,-0.21951509,-0.0020716744,-0.050197907,0.1124425,-0.10861535,-0.061637398,0.14007448,-0.059800662,0.06555827,0.049572792,0.016735915,0.1790389,0.13953295,-0.04393356,-0.029716214,0.057619363,0.072071284,0.10957162,-0.13051155,0.045077942
SCHALMONT,0.0038831383,-0.031889584,0.004340838,-0.03947141,-0.07864082,-0.045643475,-0.09490188,0.03058106,-0.053279262,-0.112198964,0.05416919,0.116045564,-0.049214825,0.11170639,0.017924815,0.038046364,0.037177112,0.08221608,-0.06423788,-0.07220975,0.17547357,0.11311684,0.19893703,-0.04983227,0.085235685,0.017083183,0.020210193,0.0945201,-0.121172905,0.11346811,0.124639176,0.056973577,0.054052427,-0.15435049,0.18919678,-0.10399804,-0.07522773,-0.10311922,-0.15566576,-0.040605173,-0.14515601,-0.0105295805,-0.06682441,-0.049388446,0.09245635,0.014537226,-0.09144375,-0.040857937,0.1420481,-0.066276506,0.07878003,0.09467818,-0.24413882,-0.17668761,0.105397895,0.03575247,0.008452121,0.039295804,-0.060506348,0.025982542,-0.112268694,0.17254871,0.02378378,0.021566609,-0.07446347,0.13191971,0.046415452,-0.002347434,0.001201785,-0.00673296,0.039193254,-0.023918804,-0.047594734,0.0004643902,0.042553917,0.024122478,0.12532786,-0.058992386,-0.09692142,-0.005964047,-0.18344554,-0.030691048,-0.061369326,0.12856887,-0.11598523,-0.06874342,0.1215616,-0.04787029,0.044815484,0.028434053,0.019010963,0.1732366,0.14534292,-0.017927477,-0.0428087,0.05253618,0.11026473,0.1071582,-0.101594366,0.012953071
SILVER,-0.0040299688,-0.117930606,0.18816374,0.20058231,-0.10965984,-0.33621377,-0.23357469,0.041756663,-0.02185527,-0.16389903,0.027981449,0.12073735,-0.35434148,0.23320822,0.046362825,0.10911874,0.068041645,0.35343042,-0.031129979,-0.22234888,0.5195024,0.14759623,0.16892426,-0.13245225,0.14790507,0.23570785,-0.11511306,0.23872453,-0.28324744,0.0669824,0.22126812,0.10933632,0.08939448,-0.22961521,0.31511495,-0.28614888,-0.17313935,-0.22416952,-0.26972073,-0.06296538,-0.4300409,0.095240645,-0.18406019,-0.039051402,0.17522322,0.10198538,-0.09919517,-0.20084567,0.5471727,0.0725788,-0.01235428,0.17835295,-0.46289602,-0.3880718,0.3058305,0.011184991,0.080010764,-0.031466402,-0.22433789,0.11663229,-0.28318512,0.4459889,0.054341264,0.033963446,-0.0046172002,0.18297547,-0.03532304,-0.015245886,-0.015669655,0.08826575,-0.034339502,-0.047154896,-0.056148697,0.07650582,0.05334547,0.1611397,0.18465275,-0.11154778,-0.12162503,0.06281524,-0.47091693,-0.05839091,-0.11000582,0.45722902,-0.23413149,-0.009918197,0.18845245,-0.09854637,0.114592,0.12646858,-0.01585115,0.27766842,0.35590082,-0.055067517,-0.15602903,0.17124502,0.20780279,0.15091206,-0.2507756,0.23425533
BAYPORT-BLUE,-0.22155869,-0.05661281,0.2718737,0.019452117,-0.3093026,-0.20275266,-0.16628952,-0.22031386,-0.102591515,-0.22633497,-0.19043753,0.287697,-0.54498595,-0.032662634,0.17019066,-0.0127831055,-0.14072898,0.2975882,-0.020846905,-0.08212173,0.4886522,0.010753371,0.49165615,0.11236701,0.063730046,0.1229963,0.23000053,0.12935828,-0.2259474,0.23704064,0.34538835,-0.2216465,0.16791952,-0.6470655,0.34705326,-0.29623574,-0.09771898,-0.0015072932,-0.12503158,-0.3261761,-0.44864804,0.046143886,-0.26843575,0.3819064,0.25713536,-0.1368292,0.08473048,0.06005326,0.6331709,0.25952956,0.040849507,0.12754713,-0.44898045,-0.13700281,0.3720841,0.011435779,0.040262423,0.14138915,-0.35409626,-0.028518936,-0.10100021,0.28112033,0.19922952,-0.27103677,0.051411014,0.26216784,0.34684673,0.31958643,-0.0026068438,0.02913562,0.05035684,0.08969651,0.12310485,0.23950517,0.033613026,0.39498234,0.2546663,-0.068415955,0.010041098,0.018815167,-0.30413565,-0.07265548,-0.054204594,0.48891464,-0.04170692,-0.14891519,0.0903197,-0.21352309,0.111242995,0.027851613,0.2938254,0.1811544,0.36561173,-0.26111013,-0.06400262,0.12840267,0.08836926,-0.05411114,-0.26902178,0.14742465
WHITESBORO,-0.0019121941,-0.031687863,0.025184901,-0.0020282394,-0.122226566,-0.04521303,-0.06647375,0.06440961,-0.07562892,-0.124980845,0.08384882,0.10248987,-0.057404205,0.09723806,0.010441332,0.07911969,0.08860489,0.076746695,-0.09662893,-0.121884935,0.19139907,0.13811709,0.25139892,-0.07148839,0.1100011,0.002934096,0.050952684,0.11598753,-0.16117573,0.1024141,0.11712048,0.057768065,0.10045732,-0.19198547,0.15742014,-0.094133064,-0.03135595,-0.07687956,-0.13532612,-0.016986828,-0.14894879,0.018115489,-0.09309021,-0.014188416,0.09631117,0.012153398,-0.088555016,0.026474921,0.1589629,-0.016275704,0.034220725,0.13656671,-0.2518168,-0.17522861,0.093553774,0.015621507,-0.00572143,0.0031972579,-0.08832666,0.048663948,-0.122494794,0.19068356,0.03820747,-0.03504772,-0.11365648,0.15541801,0.06975338,0.018202608,-0.014014426,-0.0044026347,0.083221234,0.016076526,-0.044487752,-0.016274845,0.06595931,0.027458742,0.19558606,-0.08414564,-0.10842096,-0.03686128,-0.14345099,-0.019591045,-0.051535714,0.13179559,-0.12254162,-0.083722666,0.12933111,-0.079628885,0.08553724,0.03580254,0.0246112,0.18108366,0.17567922,-0.018224606,0.025846153,0.04443506,0.050918598,0.09177913,-0.07919463,-0.015680859
SAYVILLE,-0.12971973,0.059493612,0.20135814,-0.0033205783,-0.18491253,-0.15918267,-0.089065865,-0.0052109095,-0.056684997,-0.1940298,0.02723082,0.12307464,-0.25539818,-0.017701253,0.17484745,0.025376497,0.14687556,0.20781964,-0.08847886,-0.03997531,0.21592401,0.03614482,0.36046076,-0.036426626,0.09177928,0.040535185,0.075055785,0.22769418,-0.20788498,0.13483147,0.22036518,-0.061963554,0.06836287,-0.38520628,0.14692937,-0.13181831,-0.028414954,0.016887957,-0.054184683,-0.11046496,-0.30234116,0.06606049,-0.1668538,0.109185524,0.06460056,0.0071534356,0.118137084,0.020782275,0.31873897,0.2039801,0.04461897,0.07636753,-0.3762288,-0.17400526,0.1060776,0.047940526,0.10089388,0.09132384,-0.16028178,0.03930204,-0.12923676,0.18290687,0.110373735,-0.20618506,0.035457663,0.17055601,0.26270103,0.10744974,-0.031730898,0.017922183,0.04923063,0.01702078,0.13365333,0.1376717,-0.012416956,0.20442025,0.2269148,-0.04463277,-0.067236274,-0.03370696,-0.18930802,0.0068107382,0.032523077,0.28609183,-0.052503936,-0.12620635,0.039849214,-0.11152145,0.19323806,0.05064299,0.15956102,0.064432256,0.25367525,-0.20922266,0.054129235,0.075640835,0.16218925,-0.092722096,-0.13153969,-0.047097422
BEEKMANTOWN,-0.021514159,-0.02662641,0.014829739,-0.034146562,-0.07309079,-0.06383022,-0.066715926,0.061587505,-0.05182817,-0.13756691,0.0555159,0.09913356,-0.06438945,0.11081637,0.0024223146,0.06936478,0.0487359,0.08535587,-0.06470641,-0.101722635,0.19197954,0.13366805,0.21754248,-0.061799478,0.106651746,0.00957676,0.0054368554,0.100690976,-0.1376038,0.12885834,0.10987198,0.05877898,0.08211274,-0.17092006,0.17009759,-0.10393729,-0.06367864,-0.087920904,-0.13979389,-0.033689253,-0.13483608,-0.00041457245,-0.08820226,-0.02832264,0.103681155,0.006472254,-0.09779614,-0.01713692,0.15631276,-0.053609613,0.06621323,0.094735,-0.24446239,-0.15831743,0.09670167,0.02383335,0.011870438,0.020849213,-0.084545866,0.0317415,-0.1257379,0.18996467,0.03243071,-0.013505061,-0.083465345,0.15050368,0.061803553,-0.002005904,-0.0050750594,0.0128417965,0.051884744,-0.0062583187,-0.038346756,-0.008240544,0.06093022,0.019821726,0.14669819,-0.0751866,-0.11046383,-0.020759555,-0.19428231,-0.0034940918,-0.04708786,0.13844712,-0.11501698,-0.05830416,0.1479216,-0.052804414,0.07461312,0.033110354,0.027696459,0.17964971,0.16418561,-0.03528928,-0.03418804,0.066635005,0.0866518,0.09253998,-0.113454476,0.028382773
WILLISTON,-0.038818724,0.1509171,0.21469001,-0.090089455,-0.29561862,-0.16614117,-0.19616507,-0.06475946,-0.0032100163,-0.13265364,-0.08050236,0.31680474,-0.3344034,-0.039047085,0.21393561,-0.08833183,-0.00013109483,0.2721417,0.019376313,-0.043757815,0.2580809,0.07739277,0.53156877,0.08902248,0.056444813,-0.17658502,0.18055488,0.40187472,-0.3197377,0.21309559,0.487996,-0.13521393,-0.011200236,-0.70341593,0.23615468,-0.059816822,-0.025099196,0.054207668,-0.10072279,-0.18714607,-0.5414909,0.09469364,-0.30038503,0.13667649,0.20819356,0.03203956,0.20891768,0.17665108,0.46015415,0.26426676,0.0003141787,0.13447449,-0.5853586,-0.37303054,0.16377184,-0.04448573,0.13182338,0.04403587,-0.44811645,-0.25259447,-0.012623205,0.1926312,0.23168658,-0.35029203,-0.04160008,0.3581559,0.3688537,0.042730045,-0.21096233,0.046636138,0.13282643,0.09757055,0.25617218,0.12407658,-0.061000526,0.33316875,0.37403762,-0.05201796,0.04167696,-0.1897597,-0.17169775,-0.12446344,-0.089877464,0.37170622,-0.13729644,-0.31936637,0.13799025,-0.0029137558,0.10072193,0.12889063,0.30860636,0.10343565,0.2811807,-0.3035286,-0.10972705,0.0062988754,0.094503686,-0.0951254,-0.17254187,-0.30656564
FORKS,-0.08918905,-0.046083808,0.15888089,-0.02697621,-0.07590006,-0.25170776,-0.07570312,0.14608055,-0.03411462,-0.23304677,0.059924755,-0.0075981766,-0.1958167,0.116479315,-0.027608663,0.15102954,-0.08401611,0.1928573,0.047767892,-0.071339935,0.340555,0.2324506,0.128667,-0.013439693,0.18210523,0.096604966,-0.093928374,0.140001,-0.15051806,0.21541412,0.1906362,0.2052067,0.09728697,-0.14045116,0.2213222,-0.10354422,-0.14826578,-0.09732151,-0.15395083,-0.0737384,-0.097015865,-0.03525972,-0.15137255,-0.045141973,0.09072724,0.008543643,-0.2366946,-0.2546891,0.34728312,-0.014887871,0.16544646,0.06265962,-0.26466572,-0.16633576,0.21697137,-0.0055650137,-0.0808545,-0.07787492,-0.083764404,0.14584027,-0.2041696,0.26607066,0.10787339,0.12840872,-0.037661456,0.03922027,-0.11891198,-0.053795397,-0.059968997,0.014808832,-0.065983966,-0.04761233,-0.14834629,0.004659794,0.011837199,0.05288372,0.1450702,-0.25869843,-0.14676578,0.009707626,-0.30814108,-0.024097167,-0.13354635,0.32358074,-0.19367228,-0.0458447,0.058130927,-0.020792855,0.19882408,0.051155116,-0.041387156,0.32478315,0.3298087,-0.02676513,0.01727393,0.04293929,0.25059742,0.1300007,-0.18207721,0.18511993
BRIARCLIFF,-0.10967771,-0.05926548,0.27473065,-0.04597956,-0.3411097,-0.23069513,-0.22035384,-0.23219925,0.03820437,-0.2096443,-0.20267373,0.2932755,-0.56791836,0.017160134,0.20769493,-0.05783981,-0.15131673,0.2948994,0.08876168,0.12355739,0.46941593,-0.009401113,0.34176242,0.13415608,-0.017653957,0.13634597,0.046363715,0.12830222,-0.17709883,0.20873857,0.37723982,-0.18595213,0.04680504,-0.59625345,0.31070235,-0.25574592,-0.26916686,0.01592905,-0.11923073,-0.34687918,-0.5066267,0.10337592,-0.16404599,0.24339062,0.19128384,-0.07883266,0.1733642,-0.031676512,0.61326164,0.3070322,0.046953414,0.0060694143,-0.52951264,-0.27938262,0.32195216,0.042684615,0.12721206,0.1550092,-0.3299251,-0.09758485,-0.02462184,0.22910221,0.112884745,-0.19448757,0.14171186,0.23691702,0.24692473,0.22377469,-0.010920835,0.08911307,-0.060721923,-0.011095965,0.19416901,0.143314,-0.026529431,0.39969206,0.18843955,-0.056036506,0.03150545,0.07347107,-0.32741275,-0.12975536,-0.10799129,0.50293183,-0.01579354,-0.1674492,-0.008685856,-0.07317447,0.08642437,0.021829795,0.2490805,0.06802252,0.2675614,-0.25552037,-0.23099066,0.13838147,0.0451875,-0.033234697,-0.30918428,0.10929683
ONONDAGA,-0.01206906,-0.005535793,0.02229012,-0.027914595,-0.08926373,-0.03608,-0.0717919,0.03133671,-0.047905393,-0.116304,0.069716185,0.11650408,-0.04726514,0.08195969,0.06016527,0.038372736,0.06722372,0.08669701,-0.09923933,-0.07945335,0.1556212,0.102251105,0.22714554,-0.05396322,0.08807182,0.007897821,0.054816984,0.09517475,-0.13753782,0.13039048,0.12215358,0.05004478,0.04102283,-0.18997028,0.16344842,-0.09026835,-0.06583165,-0.050796233,-0.12255367,-0.02870411,-0.14033577,-0.015956353,-0.057175398,-0.020407457,0.071189955,0.026485182,-0.045753974,-0.0019075266,0.14092156,-0.03053923,0.05720635,0.09280912,-0.26408276,-0.16974872,0.07781622,0.029454745,0.020500075,0.024332965,-0.07267942,0.032989644,-0.113774024,0.16297425,0.04914143,-0.018778423,-0.07514796,0.13800935,0.06723307,0.034671195,-0.018600268,-0.012527065,0.056097176,-0.022568015,-0.006744489,0.02647206,0.01447988,0.047406454,0.15889831,-0.057176508,-0.123024404,-0.025229817,-0.14573534,-0.022939287,-0.05575211,0.12623689,-0.08723312,-0.09098845,0.08544596,-0.06284105,0.0665163,0.00818782,0.034625333,0.14194638,0.16852413,-0.0274424,0.004338855,0.04748979,0.13739939,0.070186004,-0.07678373,-0.040235244
